date,entity_id,primary_metric,secondary_metric,revenue_or_value,quality_score,risk_score
2026-03-12,EXP010,47.6,78.2,46544,74.4,27.3
2026-03-12,EXP011,46.8,23.7,4521,98.7,40.6
2026-03-12,EXP012,48.9,27.7,170044,67.9,73.9
2026-03-12,EXP013,46.1,76.1,127758,79.2,47.9
2026-03-12,EXP014,48.8,64.1,32320,74.8,36.7
2026-03-12,EXP015,87.7,38.4,120335,91.9,16.8
2026-03-12,EXP016,84.7,54.5,21856,79.2,42.2
2026-03-12,EXP017,85.9,45.8,34274,66.0,34.4
2026-03-12,EXP018,66.4,35.8,134795,64.1,81.6
2026-03-12,EXP019,54.4,41.5,68140,74.3,14.5
2026-03-12,EXP020,47.8,67.2,108054,62.2,20.6
2026-03-12,EXP021,87.1,79.8,35926,71.0,12.4
2026-03-12,EXP022,58.2,55.6,167511,84.7,88.1
2026-03-12,EXP023,74.6,76.3,164386,85.4,62.7
2026-03-12,EXP024,56.5,62.9,60953,78.4,89.2
2026-03-12,EXP025,42.4,41.6,98542,91.4,81.7
2026-03-12,EXP026,63.8,40.4,152961,93.5,88.7
2026-03-12,EXP027,75.1,25.4,170871,77.5,92.2
2026-03-12,EXP028,64.7,53.9,54293,73.8,48.1
2026-03-12,EXP029,88.8,67.4,124152,97.7,43.4
2026-03-12,EXP030,90.0,61.3,70662,89.3,60.9
2026-03-12,EXP031,43.9,49.6,135430,66.2,63.4
2026-03-12,EXP032,85.8,28.0,115689,82.5,67.5
2026-03-13,EXP001,68.9,24.0,114855,71.4,52.0
2026-03-13,EXP002,54.2,40.3,136506,68.8,57.2
2026-03-13,EXP003,42.8,67.0,66386,94.4,12.6
2026-03-13,EXP004,93.1,57.1,96197,89.6,63.9
2026-03-13,EXP005,90.1,74.8,135236,93.8,14.4
2026-03-13,EXP006,76.1,73.1,13977,68.9,57.7
2026-03-13,EXP007,86.3,71.3,34769,71.5,45.3
2026-03-13,EXP008,59.9,25.9,104850,94.9,80.9
2026-03-13,EXP009,46.4,68.8,43574,70.1,55.6
2026-03-13,EXP010,73.9,81.8,77564,80.3,30.9
2026-03-13,EXP011,73.7,65.6,89963,73.8,68.3
2026-03-13,EXP012,56.0,77.2,46909,73.3,22.2
2026-03-13,EXP013,63.2,70.4,44557,88.3,88.9
2026-03-13,EXP014,45.8,56.2,97949,72.0,21.4
2026-03-13,EXP015,86.2,78.7,110578,78.1,19.7
2026-03-13,EXP016,50.2,34.7,65504,94.9,26.8
2026-03-13,EXP017,81.7,23.8,41952,91.4,78.3
2026-03-13,EXP018,77.6,53.0,114710,77.9,17.6
2026-03-13,EXP019,88.5,61.3,102023,64.6,87.4
2026-03-13,EXP020,94.9,49.6,92408,98.2,48.0
2026-03-13,EXP021,65.9,33.9,142950,64.8,21.7
2026-03-13,EXP022,86.4,66.0,165101,85.7,64.6
2026-03-13,EXP023,45.7,37.4,109960,71.7,85.3
2026-03-13,EXP024,63.4,78.6,47798,78.6,56.3
2026-03-13,EXP025,87.5,30.9,32822,65.3,80.5
2026-03-13,EXP026,47.3,81.1,84066,67.6,73.7
2026-03-13,EXP027,82.9,29.7,174513,86.5,12.4
2026-03-13,EXP028,92.4,37.5,20573,92.8,71.8
2026-03-13,EXP029,60.9,23.1,4614,92.0,13.0
2026-03-13,EXP030,69.7,28.0,114247,95.6,8.6
2026-03-13,EXP031,48.5,39.8,100636,71.5,64.0
2026-03-13,EXP032,90.8,67.0,150473,83.2,28.4
2026-03-14,EXP001,93.3,44.8,63516,67.4,15.3
2026-03-14,EXP002,91.5,35.1,163725,88.2,29.0
2026-03-14,EXP003,93.0,68.2,75695,69.1,11.1
2026-03-14,EXP004,51.7,57.5,149758,88.5,92.9
2026-03-14,EXP005,74.5,43.4,150437,96.4,19.5
2026-03-14,EXP006,95.4,48.1,95682,71.9,24.6
2026-03-14,EXP007,87.4,51.7,91056,74.4,44.4
2026-03-14,EXP008,63.1,71.4,4310,84.8,23.5
2026-03-14,EXP009,56.5,22.0,69407,69.4,24.5
2026-03-14,EXP010,85.8,55.7,13500,79.4,55.4
2026-03-14,EXP011,80.2,43.6,151373,78.3,33.9
2026-03-14,EXP012,46.0,33.0,146502,81.4,39.8
2026-03-14,EXP013,79.4,29.5,171553,89.7,17.6
2026-03-14,EXP014,84.7,76.4,67695,70.2,55.1
2026-03-14,EXP015,91.0,50.1,7729,65.7,28.1
2026-03-14,EXP016,46.2,47.8,128302,64.5,24.3
2026-03-14,EXP017,67.7,36.4,81271,70.8,37.4
2026-03-14,EXP018,86.6,65.2,47202,84.8,15.1
2026-03-14,EXP019,71.8,64.8,138541,92.9,21.9
2026-03-14,EXP020,73.6,60.5,62362,62.9,88.1
2026-03-14,EXP021,48.4,63.3,67919,75.5,13.6
2026-03-14,EXP022,90.5,39.3,100007,75.4,78.3
2026-03-14,EXP023,93.8,55.8,29787,97.9,53.6
2026-03-14,EXP024,63.0,59.0,135747,95.5,52.1
2026-03-14,EXP025,57.3,72.7,10482,94.5,63.1
2026-03-14,EXP026,63.0,57.1,161040,87.7,83.5
2026-03-14,EXP027,53.2,44.7,68254,70.2,76.9
2026-03-14,EXP028,42.0,61.1,125868,70.4,57.8
2026-03-14,EXP029,67.8,22.6,125518,78.2,59.3
2026-03-14,EXP030,94.2,68.8,38533,69.2,13.0
2026-03-14,EXP031,46.0,62.2,68370,65.1,25.9
2026-03-14,EXP032,44.5,67.3,25466,80.8,73.9
2026-03-15,EXP001,64.2,57.0,51230,83.1,58.8
2026-03-15,EXP002,65.4,48.3,74946,71.0,64.4
2026-03-15,EXP003,59.4,26.7,140125,78.4,77.7
2026-03-15,EXP004,50.1,54.9,155607,74.9,42.9
2026-03-15,EXP005,62.5,23.7,24991,72.6,14.9
2026-03-15,EXP006,71.3,22.6,90273,63.8,37.3
2026-03-15,EXP007,47.4,45.0,122834,63.9,23.2
2026-03-15,EXP008,78.2,40.3,54949,67.5,20.7
2026-03-15,EXP009,60.5,60.8,140957,64.6,60.5
2026-03-15,EXP010,48.2,65.9,74427,79.3,67.1
2026-03-15,EXP011,73.9,32.8,88050,89.0,33.2
2026-03-15,EXP012,71.1,68.0,153229,73.7,35.1
2026-03-15,EXP013,84.2,46.9,126089,72.8,91.5
2026-03-15,EXP014,46.2,31.1,76722,63.4,31.3
2026-03-15,EXP015,51.2,53.4,128189,80.1,50.7
2026-03-15,EXP016,58.7,61.2,61427,62.6,91.4
2026-03-15,EXP017,59.8,60.5,37828,72.5,61.9
2026-03-15,EXP018,73.5,45.6,74541,98.4,47.8
2026-03-15,EXP019,71.5,56.5,115556,95.3,54.0
2026-03-15,EXP020,45.7,42.6,171177,92.7,90.9
2026-03-15,EXP021,43.4,45.8,78350,85.2,22.8
2026-03-15,EXP022,81.6,25.5,127013,65.0,35.1
2026-03-15,EXP023,49.2,72.7,159757,76.7,14.4
2026-03-15,EXP024,82.8,70.9,136059,92.8,52.0
2026-03-15,EXP025,60.8,56.1,15222,76.0,70.0
2026-03-15,EXP026,57.2,73.7,123597,85.6,23.4
2026-03-15,EXP027,91.9,74.4,109969,76.4,27.3
2026-03-15,EXP028,48.3,61.7,147948,62.4,8.9
2026-03-15,EXP029,61.1,45.6,127209,72.5,48.2
2026-03-15,EXP030,88.3,44.0,39575,62.0,89.2
2026-03-15,EXP031,63.1,30.2,129057,73.8,87.5
2026-03-15,EXP032,78.6,47.3,53261,62.4,22.6
2026-03-16,EXP001,50.4,55.4,94845,70.3,80.7
2026-03-16,EXP002,63.2,45.6,94978,75.0,11.5
2026-03-16,EXP003,65.8,77.3,79817,64.6,29.7
2026-03-16,EXP004,79.0,81.2,57273,84.1,66.3
2026-03-16,EXP005,95.1,43.0,92718,77.5,9.3
2026-03-16,EXP006,73.0,77.8,83524,86.5,58.9
2026-03-16,EXP007,55.9,68.3,10119,74.5,93.5
2026-03-16,EXP008,68.6,65.5,53144,76.4,88.5
2026-03-16,EXP009,66.4,45.5,70076,67.4,59.5
2026-03-16,EXP010,84.5,39.9,125899,65.0,39.6
2026-03-16,EXP011,63.5,58.7,83449,95.2,13.0
2026-03-16,EXP012,40.9,38.1,24825,87.7,62.7
2026-03-16,EXP013,75.0,81.3,4509,62.4,85.8
2026-03-16,EXP014,95.5,75.5,122176,69.0,43.8
2026-03-16,EXP015,42.8,31.6,76612,94.0,54.6
2026-03-16,EXP016,57.5,51.3,32687,81.2,23.0
2026-03-16,EXP017,95.9,77.7,146329,98.7,13.1
2026-03-16,EXP018,92.9,45.8,71077,91.2,53.0
2026-03-16,EXP019,71.9,22.7,168486,75.7,55.4
2026-03-16,EXP020,70.7,24.5,66046,65.8,24.2
2026-03-16,EXP021,40.0,65.4,141367,92.9,74.7
2026-03-16,EXP022,47.6,44.4,3086,71.1,84.2
2026-03-16,EXP023,65.3,26.6,110612,71.8,15.5
2026-03-16,EXP024,49.6,34.5,90026,81.3,69.9
2026-03-16,EXP025,88.7,29.8,120047,80.7,67.5
2026-03-16,EXP026,78.4,35.6,49730,81.1,63.7
2026-03-16,EXP027,81.9,73.1,148891,91.0,58.4
2026-03-16,EXP028,47.5,31.5,137914,69.8,74.5
2026-03-16,EXP029,56.1,61.1,129035,89.7,51.1
2026-03-16,EXP030,93.3,62.9,2210,75.7,22.7
2026-03-16,EXP031,85.2,71.3,7781,71.8,87.6
2026-03-16,EXP032,84.4,34.1,170283,80.3,32.7
2026-03-17,EXP001,86.5,39.6,40720,62.7,34.4
2026-03-17,EXP002,78.5,71.7,7512,80.0,25.8
2026-03-17,EXP003,40.7,26.5,85666,74.3,8.4
2026-03-17,EXP004,70.5,68.9,158216,77.7,75.0
2026-03-17,EXP005,81.1,25.1,40645,72.2,87.8
2026-03-17,EXP006,90.4,79.2,109793,75.6,37.5
2026-03-17,EXP007,77.7,74.1,46982,69.5,24.5
2026-03-17,EXP008,64.8,71.8,25302,80.8,24.3
2026-03-17,EXP009,75.7,58.4,104323,78.6,15.3
2026-03-17,EXP010,84.5,76.6,25352,73.1,38.7
2026-03-17,EXP011,58.3,35.6,85579,98.2,28.8
2026-03-17,EXP012,58.1,40.8,165557,69.1,65.8
2026-03-17,EXP013,57.2,81.1,35769,81.5,67.2
2026-03-17,EXP014,65.8,55.7,63184,91.2,42.4
2026-03-17,EXP015,44.6,79.6,131509,64.6,51.1
2026-03-17,EXP016,51.3,65.1,6922,66.6,40.0
2026-03-17,EXP017,67.5,74.7,124582,84.8,65.4
2026-03-17,EXP018,49.4,72.1,162839,68.7,17.7
2026-03-17,EXP019,86.1,55.0,110706,68.3,49.8
2026-03-17,EXP020,93.2,59.3,100497,83.1,45.1
2026-03-17,EXP021,62.8,40.6,96900,77.2,13.4
2026-03-17,EXP022,64.3,23.9,126573,78.3,16.0
2026-03-17,EXP023,58.0,38.7,80352,75.7,20.5
2026-03-17,EXP024,69.8,33.9,95771,81.3,73.3
2026-03-17,EXP025,69.6,78.5,140869,94.6,34.3
2026-03-17,EXP026,53.5,80.9,9318,71.8,37.2
2026-03-17,EXP027,75.2,69.9,145208,75.3,43.6
2026-03-17,EXP028,57.1,79.9,73800,75.3,34.7
2026-03-17,EXP029,76.0,27.6,36555,68.6,87.1
2026-03-17,EXP030,42.7,49.5,19655,98.4,56.9
2026-03-17,EXP031,56.5,31.1,103481,91.7,81.2
2026-03-17,EXP032,48.5,63.6,109987,67.3,86.5
2026-03-18,EXP001,61.2,76.2,84318,64.1,14.3
2026-03-18,EXP002,67.4,63.2,21118,98.5,55.0
2026-03-18,EXP003,53.9,34.3,26526,74.2,48.9
2026-03-18,EXP004,65.8,36.4,82625,91.9,84.5
2026-03-18,EXP005,77.1,38.1,121404,71.5,68.4
2026-03-18,EXP006,89.8,47.9,152018,83.3,78.7
2026-03-18,EXP007,64.3,73.7,75552,89.3,16.7
2026-03-18,EXP008,52.7,23.7,54660,96.7,8.1
2026-03-18,EXP009,84.1,31.6,60962,87.7,20.2
2026-03-18,EXP010,40.4,74.3,141701,80.6,51.3
2026-03-18,EXP011,68.5,76.2,153407,74.4,73.0
2026-03-18,EXP012,83.1,42.4,40625,93.5,47.9
2026-03-18,EXP013,43.9,45.7,61826,77.4,50.0
2026-03-18,EXP014,75.1,67.0,140454,83.9,91.5
2026-03-18,EXP015,50.4,72.6,32847,81.4,10.1
2026-03-18,EXP016,88.5,34.4,92403,67.3,15.0
2026-03-18,EXP017,56.2,42.8,39504,84.9,18.4
2026-03-18,EXP018,90.5,23.1,34740,69.1,64.9
2026-03-18,EXP019,44.0,40.7,126346,64.3,40.7
2026-03-18,EXP020,55.3,38.1,121983,97.7,70.3
2026-03-18,EXP021,60.5,34.0,4083,70.5,17.5
2026-03-18,EXP022,72.2,47.6,151603,76.5,36.2
2026-03-18,EXP023,42.3,41.6,161435,84.0,80.0
2026-03-18,EXP024,93.0,69.0,135047,86.0,68.1
2026-03-18,EXP025,94.0,74.6,156106,92.5,47.0
2026-03-18,EXP026,67.9,23.3,64117,69.6,41.5
2026-03-18,EXP027,68.4,44.3,170065,76.5,51.2
2026-03-18,EXP028,64.1,61.5,33770,81.2,73.6
2026-03-18,EXP029,95.9,78.6,61129,94.5,36.8
2026-03-18,EXP030,42.7,53.2,47110,68.2,33.6
2026-03-18,EXP031,48.2,31.1,103352,76.5,81.6
2026-03-18,EXP032,53.0,56.5,95660,95.3,76.3
2026-03-19,EXP001,53.0,50.5,77407,86.2,84.0
2026-03-19,EXP002,60.2,35.7,76450,65.2,10.1
2026-03-19,EXP003,91.6,56.3,142006,98.3,80.1
2026-03-19,EXP004,47.9,26.6,161023,89.5,41.6
2026-03-19,EXP005,63.8,46.3,114035,70.0,17.3
2026-03-19,EXP006,69.7,37.4,141717,92.8,15.2
2026-03-19,EXP007,66.1,75.8,5613,66.0,14.0
2026-03-19,EXP008,85.6,49.2,108089,76.1,87.0
2026-03-19,EXP009,80.9,56.9,19764,73.5,92.4
2026-03-19,EXP010,46.5,40.9,142946,78.9,70.8
2026-03-19,EXP011,49.3,58.0,110456,86.4,74.9
2026-03-19,EXP012,45.4,64.7,81357,70.9,73.2
2026-03-19,EXP013,56.0,26.0,57247,69.6,82.2
2026-03-19,EXP014,77.5,81.3,110275,98.8,25.3
2026-03-19,EXP015,68.9,37.7,21251,70.3,31.5
2026-03-19,EXP016,88.7,23.5,21234,86.4,74.9
2026-03-19,EXP017,53.4,40.3,133917,86.4,70.5
2026-03-19,EXP018,45.6,61.8,142974,89.9,22.9
2026-03-19,EXP019,72.6,34.9,77494,85.3,11.5
2026-03-19,EXP020,64.6,62.3,164694,63.5,33.7
2026-03-19,EXP021,73.6,66.7,141260,85.1,84.1
2026-03-19,EXP022,44.1,45.3,27284,97.9,77.4
2026-03-19,EXP023,76.1,26.8,167573,94.9,74.0
2026-03-19,EXP024,80.2,55.3,73241,98.7,13.6
2026-03-19,EXP025,78.3,50.6,160281,75.5,22.2
2026-03-19,EXP026,85.3,33.8,94565,63.9,9.0
2026-03-19,EXP027,59.0,50.6,59163,79.9,86.4
2026-03-19,EXP028,80.8,72.1,22918,71.3,92.3
2026-03-19,EXP029,42.8,27.3,27126,65.6,72.4
2026-03-19,EXP030,91.4,61.8,74953,94.9,80.9
2026-03-19,EXP031,90.4,35.2,22046,64.5,60.7
2026-03-19,EXP032,51.0,66.0,147619,79.7,62.2
2026-03-20,EXP001,50.1,38.6,47664,74.1,18.1
2026-03-20,EXP002,49.8,20.8,19442,95.7,24.0
2026-03-20,EXP003,57.3,29.8,3270,63.4,10.8
2026-03-20,EXP004,52.8,44.5,44663,71.1,82.6
2026-03-20,EXP005,57.6,34.5,16782,78.9,77.6
2026-03-20,EXP006,61.0,70.7,132191,92.6,9.0
2026-03-20,EXP007,64.4,24.0,161007,82.5,47.6
2026-03-20,EXP008,60.4,68.3,36088,91.7,89.3
2026-03-20,EXP009,49.4,76.1,149807,77.8,90.0
2026-03-20,EXP010,75.9,31.7,35366,73.7,11.3
2026-03-20,EXP011,68.6,57.0,64405,98.0,72.5
2026-03-20,EXP012,68.1,60.6,126416,78.1,8.3
2026-03-20,EXP013,66.6,62.2,129202,76.0,73.3
2026-03-20,EXP014,87.5,71.9,110519,63.1,50.4
2026-03-20,EXP015,67.4,30.2,145201,89.8,87.9
2026-03-20,EXP016,67.1,43.7,15347,81.1,84.3
2026-03-20,EXP017,72.3,68.3,133751,84.5,45.5
2026-03-20,EXP018,42.7,57.8,156215,87.4,28.1
2026-03-20,EXP019,47.6,74.0,23792,72.6,11.2
2026-03-20,EXP020,57.8,71.6,103147,83.1,59.0
2026-03-20,EXP021,66.5,56.2,139978,75.7,29.1
2026-03-20,EXP022,41.0,40.8,170909,68.8,57.8
2026-03-20,EXP023,92.1,45.1,153335,72.7,55.8
2026-03-20,EXP024,59.7,71.9,5767,95.2,79.7
2026-03-20,EXP025,44.6,74.6,64025,70.6,60.9
2026-03-20,EXP026,59.7,21.0,146184,95.7,50.6
2026-03-20,EXP027,45.6,31.5,105559,83.1,91.3
2026-03-20,EXP028,88.9,76.7,146472,85.9,51.8
2026-03-20,EXP029,75.5,47.9,64722,63.8,55.8
2026-03-20,EXP030,79.7,64.6,128748,89.9,11.0
2026-03-20,EXP031,60.1,35.1,28471,78.6,34.5
2026-03-20,EXP032,91.5,30.2,83214,75.3,14.6
2026-03-21,EXP001,62.8,59.6,25471,91.1,76.3
2026-03-21,EXP002,47.4,67.0,120909,79.5,21.2
2026-03-21,EXP003,50.9,59.6,71839,64.9,73.5
2026-03-21,EXP004,58.1,57.3,91130,74.6,17.2
2026-03-21,EXP005,54.8,69.7,47097,89.3,38.9
2026-03-21,EXP006,71.2,79.0,125322,76.4,35.2
2026-03-21,EXP007,83.2,44.9,67231,76.9,64.0
2026-03-21,EXP008,52.9,40.6,92391,78.2,53.9
2026-03-21,EXP009,78.8,66.9,16674,94.3,55.6
2026-03-21,EXP010,91.7,25.6,163521,85.6,51.8
2026-03-21,EXP011,83.5,37.7,60689,84.9,40.9
2026-03-21,EXP012,75.6,38.3,114592,62.9,38.1
2026-03-21,EXP013,56.4,59.8,171070,75.6,52.3
2026-03-21,EXP014,68.1,74.7,141037,76.0,57.8
2026-03-21,EXP015,84.4,71.6,87831,71.4,23.9
2026-03-21,EXP016,77.9,52.9,93707,74.0,75.9
2026-03-21,EXP017,92.1,70.8,114039,81.7,80.2
2026-03-21,EXP018,60.3,21.1,168020,87.9,8.4
2026-03-21,EXP019,41.5,52.1,49240,72.3,69.1
2026-03-21,EXP020,81.2,29.6,171793,74.4,29.1
2026-03-21,EXP021,95.3,64.2,24191,88.2,88.8
2026-03-21,EXP022,44.6,27.7,82350,68.6,52.6
2026-03-21,EXP023,65.9,20.3,67746,95.5,80.4
2026-03-21,EXP024,71.4,51.9,84875,98.2,45.6
2026-03-21,EXP025,65.1,64.6,40475,93.8,18.0
2026-03-21,EXP026,47.6,64.8,83173,72.1,26.2
2026-03-21,EXP027,83.4,66.4,20468,95.9,30.7
2026-03-21,EXP028,95.4,33.6,90189,73.3,60.1
2026-03-21,EXP029,80.8,56.3,90296,95.1,54.3
2026-03-21,EXP030,70.7,51.6,96035,62.3,8.3
2026-03-21,EXP031,73.0,50.8,99393,88.9,63.6
2026-03-21,EXP032,94.5,81.9,36426,91.0,71.5
2026-03-22,EXP001,67.2,75.3,43915,97.5,57.5
2026-03-22,EXP002,82.4,52.9,37347,87.0,62.2
2026-03-22,EXP003,89.7,46.1,140793,80.7,50.8
2026-03-22,EXP004,94.7,56.5,151938,64.6,16.8
2026-03-22,EXP005,87.6,53.5,122037,72.1,25.3
2026-03-22,EXP006,83.9,25.7,71574,80.0,54.1
2026-03-22,EXP007,77.8,76.5,10237,63.9,11.2
2026-03-22,EXP008,94.8,27.3,67961,90.9,58.9
2026-03-22,EXP009,84.2,42.7,141255,68.8,43.5
2026-03-22,EXP010,47.6,48.6,171053,75.3,33.9
2026-03-22,EXP011,51.6,39.4,82501,72.3,63.8
2026-03-22,EXP012,73.5,61.2,84810,66.6,64.1
2026-03-22,EXP013,70.1,37.8,35636,82.8,82.1
2026-03-22,EXP014,42.6,64.9,63663,75.1,52.5
2026-03-22,EXP015,61.2,25.3,32935,79.3,72.6
2026-03-22,EXP016,47.1,79.7,72311,79.1,78.4
2026-03-22,EXP017,57.7,58.5,152524,88.1,22.4
2026-03-22,EXP018,94.9,40.3,4024,76.4,27.4
2026-03-22,EXP019,43.9,31.0,88994,86.9,21.8
2026-03-22,EXP020,66.3,48.6,99013,67.0,16.6
2026-03-22,EXP021,84.3,48.9,37062,74.0,60.2
2026-03-22,EXP022,68.8,31.7,76060,71.2,36.3
2026-03-22,EXP023,71.9,59.1,100688,96.3,31.6
2026-03-22,EXP024,54.4,29.9,173242,66.4,73.2
2026-03-22,EXP025,93.9,36.5,5673,76.2,18.5
2026-03-22,EXP026,95.8,44.9,108016,63.0,60.2
2026-03-22,EXP027,60.7,61.4,145657,66.0,64.3
2026-03-22,EXP028,76.7,80.3,159559,74.7,27.2
2026-03-22,EXP029,65.3,81.5,152838,89.5,82.9
2026-03-22,EXP030,75.9,75.7,72740,81.9,27.4
2026-03-22,EXP031,91.9,68.4,19430,86.9,80.5
2026-03-22,EXP032,75.4,52.4,111467,90.2,23.1
2026-03-23,EXP001,61.1,52.5,138790,97.9,73.5
2026-03-23,EXP002,90.8,59.9,23335,73.8,84.9
2026-03-23,EXP003,51.5,57.2,27563,82.7,48.8
2026-03-23,EXP004,78.9,57.6,92136,80.2,12.1
2026-03-23,EXP005,56.1,31.7,31467,88.9,65.7
2026-03-23,EXP006,59.3,29.7,43189,70.4,11.3
2026-03-23,EXP007,45.8,53.6,170437,98.3,10.3
2026-03-23,EXP008,60.8,67.5,156991,84.1,49.2
2026-03-23,EXP009,86.5,52.7,94545,84.1,34.4
2026-03-23,EXP010,55.7,50.7,39886,91.9,63.9
2026-03-23,EXP011,43.6,51.8,50788,97.3,75.8
2026-03-23,EXP012,93.0,61.7,2924,75.1,48.4
2026-03-23,EXP013,48.2,66.3,54689,73.3,86.8
2026-03-23,EXP014,94.7,80.3,121811,95.8,67.7
2026-03-23,EXP015,65.7,30.8,145362,88.0,81.7
2026-03-23,EXP016,51.8,37.4,83786,64.6,30.4
2026-03-23,EXP017,48.2,47.1,156453,84.2,33.2
2026-03-23,EXP018,49.8,34.3,87947,71.3,26.6
2026-03-23,EXP019,73.0,53.8,102566,75.7,30.2
2026-03-23,EXP020,54.2,78.7,146320,91.2,25.5
2026-03-23,EXP021,49.4,50.6,121356,75.4,74.9
2026-03-23,EXP022,47.7,48.3,68674,92.3,54.6
2026-03-23,EXP023,59.4,79.6,163299,85.0,52.9
2026-03-23,EXP024,71.3,80.3,17180,79.1,19.6
2026-03-23,EXP025,78.7,42.1,138169,85.7,27.5
2026-03-23,EXP026,73.5,74.0,68677,78.5,25.8
2026-03-23,EXP027,90.5,58.9,67855,64.5,30.7
2026-03-23,EXP028,90.8,37.5,67401,76.5,10.1
2026-03-23,EXP029,43.3,79.9,87540,86.8,18.3
2026-03-23,EXP030,55.1,67.1,16768,94.3,51.3
2026-03-23,EXP031,94.2,39.8,73860,85.6,62.6
2026-03-23,EXP032,89.2,30.1,36378,64.5,85.4
2026-03-24,EXP001,64.5,24.6,2199,67.2,33.5
2026-03-24,EXP002,82.8,61.5,65531,65.3,77.1
2026-03-24,EXP003,67.1,80.6,93541,73.1,67.8
2026-03-24,EXP004,92.3,38.6,136701,87.2,37.2
2026-03-24,EXP005,64.1,70.2,130857,70.0,93.4
2026-03-24,EXP006,45.7,56.2,60993,94.0,9.7
2026-03-24,EXP007,84.2,32.3,103094,89.7,12.1
2026-03-24,EXP008,61.2,53.9,90909,95.9,8.9
2026-03-24,EXP009,44.5,58.2,56447,63.9,20.8
2026-03-24,EXP010,50.2,28.9,90222,88.2,82.9
2026-03-24,EXP011,74.9,77.3,170654,98.1,34.5
2026-03-24,EXP012,78.7,27.8,108120,93.6,13.4
2026-03-24,EXP013,51.1,81.1,173027,94.8,24.4
2026-03-24,EXP014,88.4,36.1,74477,86.4,78.8
2026-03-24,EXP015,69.2,69.8,51417,93.4,28.7
2026-03-24,EXP016,40.5,34.1,57791,64.0,38.5
2026-03-24,EXP017,52.2,57.0,35780,95.3,70.4
2026-03-24,EXP018,70.4,62.5,55989,86.6,83.0
2026-03-24,EXP019,64.2,21.6,73823,65.5,62.8
2026-03-24,EXP020,83.2,32.4,69158,66.7,77.1
2026-03-24,EXP021,42.6,68.2,92648,77.4,83.0
2026-03-24,EXP022,60.0,43.3,98608,79.2,52.5
2026-03-24,EXP023,76.8,58.8,61172,74.4,31.1
2026-03-24,EXP024,83.8,69.3,112629,77.6,38.6
2026-03-24,EXP025,73.3,44.8,13017,68.4,22.2
2026-03-24,EXP026,64.3,64.8,151399,69.4,60.9
2026-03-24,EXP027,62.8,52.1,4342,63.3,49.2
2026-03-24,EXP028,52.7,29.1,146268,84.3,39.7
2026-03-24,EXP029,93.4,59.2,35401,87.5,28.6
2026-03-24,EXP030,84.7,80.6,94404,68.7,91.1
2026-03-24,EXP031,72.4,69.4,9417,82.3,31.2
2026-03-24,EXP032,62.0,49.8,29036,71.1,40.7
2026-03-25,EXP001,63.1,30.2,21746,62.3,73.5
2026-03-25,EXP002,87.2,48.0,55876,82.6,76.3
2026-03-25,EXP003,72.1,23.5,31672,84.9,87.6
2026-03-25,EXP004,46.0,63.6,4542,88.8,57.8
2026-03-25,EXP005,83.6,69.7,128883,73.6,32.3
2026-03-25,EXP006,68.0,40.3,94394,91.2,51.3
2026-03-25,EXP007,52.6,65.7,123933,98.5,54.3
2026-03-25,EXP008,49.4,43.1,4371,63.1,46.8
2026-03-25,EXP009,78.9,56.1,122969,69.2,93.7
2026-03-25,EXP010,67.9,28.0,114550,68.4,38.6
2026-03-25,EXP011,50.1,68.8,65360,62.1,92.0
2026-03-25,EXP012,56.3,64.5,46916,72.5,41.9
2026-03-25,EXP013,91.1,68.9,121652,82.5,58.4
2026-03-25,EXP014,60.2,34.1,62237,92.6,89.8
2026-03-25,EXP015,57.3,28.1,51260,75.7,21.9
2026-03-25,EXP016,57.2,62.5,67415,65.4,33.2
2026-03-25,EXP017,80.4,51.5,49565,79.9,61.4
2026-03-25,EXP018,40.6,76.8,142430,95.3,65.5
2026-03-25,EXP019,93.5,64.8,10991,77.0,68.0
2026-03-25,EXP020,76.9,32.6,156101,99.0,38.3
2026-03-25,EXP021,95.5,58.7,158916,81.8,25.4
2026-03-25,EXP022,48.8,76.0,152860,95.2,45.9
2026-03-25,EXP023,47.0,32.9,13957,80.3,26.2
2026-03-25,EXP024,65.2,26.5,146363,87.0,65.3
2026-03-25,EXP025,69.3,44.0,160579,70.4,77.9
2026-03-25,EXP026,86.0,39.0,14710,74.7,52.1
2026-03-25,EXP027,92.3,46.9,110158,83.9,90.1
2026-03-25,EXP028,71.1,48.2,136043,85.6,35.7
2026-03-25,EXP029,77.6,78.7,96829,90.7,57.6
2026-03-25,EXP030,77.1,48.1,160716,72.0,14.0
2026-03-25,EXP031,89.9,41.4,73488,95.7,52.1
2026-03-25,EXP032,71.6,31.2,104344,84.1,10.8
2026-03-26,EXP001,64.3,50.3,68147,73.1,40.6
2026-03-26,EXP002,94.9,26.1,137991,69.3,83.6
2026-03-26,EXP003,87.2,22.6,78859,70.6,68.3
2026-03-26,EXP004,72.3,34.9,120901,89.0,57.0
2026-03-26,EXP005,66.1,74.8,126627,63.7,55.0
2026-03-26,EXP006,71.4,72.9,61378,81.8,37.4
2026-03-26,EXP007,77.4,79.9,96730,77.1,90.3
2026-03-26,EXP008,46.5,69.1,88865,80.5,53.0
2026-03-26,EXP009,80.1,79.1,133027,75.6,11.7
2026-03-26,EXP010,80.0,78.0,70434,87.9,57.5
2026-03-26,EXP011,42.2,53.9,161922,63.1,79.6
